X,Y,Sno,Wardno Nam,Latitude,Longitude,Category,type,me,icon_url
70.511959139968,0.0001570157076,"7501",78-GUNFOUNDRY,17.408694199999999,78.471290499999995,FIRE STATIONS,"4","4",./0.png
70.5119591095092,0.000156953573053,"7502",78-GUNFOUNDRY,17.401805199999998,78.467890699999998,FIRE STATIONS,"4","20",./0.png
